Менеджер по аренде дорожно-строительной техники,ЗАО НАЦИОНАЛЬНАЯ АРЕНДНАЯ КОМПАНИЯ,от 40 000 до 50 000 руб.,Екатеринбург,1–3 года
Менеджер по развитию, Optic DIAS,до 90 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (Екатеринбург),ООО Тегас,от 50 000 руб.,Екатеринбург,1–3 года
Мерчендайзер, Leader Team,от 18 000 руб.,Екатеринбург,не требуется
Менеджер по продажам, Компания ТТК, з/п не указана,Екатеринбург,1–3 года
Региональный представитель, INGRI,от 33 000 до 100 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам," ВИРБАК, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Региональный директор филиала, Make.Лайф,от 100 000 руб.,Екатеринбург,3–6 лет
Региональный торговый менеджер, БИБИКОЛЬ РУС,до 70 000 руб.,Екатеринбург,3–6 лет
Мерчендайзер (выкладка чипсов), Leader Team,от 14 000 руб.,Екатеринбург,не требуется
Менеджер по развитию, Горбуновъ, з/п не указана,Екатеринбург,1–3 года
Мерчендайзер маршрутный (Белая дача), Leader Team,от 18 000 до 18 000 руб.,Екатеринбург,не требуется
Торговый представитель,ООО ОМАКС Групп,от 25 000 руб.,Екатеринбург,1–3 года
Руководитель отдела по работе с партнерами,ООО Дельта,от 40 000 руб.,Екатеринбург,1–3 года
Кассир - консультант MarcOPolo, ДжамильКо, з/п не указана,Екатеринбург,1–3 года
Супервайзер торговый представителей, UnionTobacco Factory, з/п не указана,Екатеринбург,1–3 года
Менеджер по ключевым клиентам,ООО Дельта,от 60 000 руб.,Екатеринбург,1–3 года
Специалист по документообороту с поставщиками," Мечел, ГК", з/п не указана,Екатеринбург,1–3 года
Супервайзер группы магазинов,ООО ГК Семь пятниц,от 50 000 руб.,Екатеринбург,1–3 года
Заведующий магазином,ООО ГК Семь пятниц,от 35 000 руб.,Екатеринбург,1–3 года
Торговый представитель, Единая Европа-Элит и сеть магазинов СТИЛЬПАРК,от 30 000 руб.,Екатеринбург,1–3 года
Руководитель группы по управлению персоналом," Ростелеком, ООО «Ростелеком – Розничные системы»", з/п не указана,Екатеринбург,3–6 лет
Ведущий специалист по работе с партнерами, Деловой центр Новый уровень,от 36 000 руб.,Екатеринбург,3–6 лет
Управляющий магазином одежды (ТК Карнавал), Concept Group, з/п не указана,Екатеринбург,1–3 года
Администратор магазина (ТЦ Гринвич)," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Мерчендайзер (хлебобулочные изделия), Leader Team,от 18 000 руб.,Екатеринбург,не требуется
Менеджер по продажам," Мебельная фабрика ""Мария""  Кухонные студии",от 50 000 руб.,Екатеринбург,1–3 года
Менеджер-дизайнер," Мебельная фабрика ""Мария""  Кухонные студии",от 35 000 руб.,Екатеринбург,1–3 года
Продавец-консультант," Мебельная фабрика ""Мария"" Производство",от 50 000 руб.,Екатеринбург,1–3 года
Территориальный менеджер, Группа Компаний «Sturm!»,от 50 000 руб.,Екатеринбург,1–3 года
Категорийный менеджер," Магазин постоянных распродаж, Федеральная сеть магазинов",от 60 000 руб.,Екатеринбург,1–3 года
Финансовый консультант,ООО АТОН, з/п не указана,Екатеринбург,1–3 года
Торговый представитель,ООО Life Job,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам,ООО Life Job,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по сервисному обслуживанию абонентов, Дом.ru,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам VIP - клиентам, Дом.ru,от 35 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам VIP - клиентам, Дом.ru,от 35 000 руб.,Екатеринбург,1–3 года
Специалист по продажам и обслуживанию абонентов, Дом.ru,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам юридическим лицам, Дом.ru,от 36 000 руб.,Екатеринбург,1–3 года
Специалист по работе с абонентами, Дом.ru,от 30 000 руб.,Екатеринбург,1–3 года
Руководитель группы развития финансовых услуг, Мобильные ТелеСистемы (МТС), з/п не указана,Екатеринбург,1–3 года
Мерчендайзер, Leader Team,от 18 000 руб.,Екатеринбург,не требуется
Мерчендайзер, Leader Team,от 18 000 руб.,Екатеринбург,не требуется
Мерчендайзер на выкладку готовых завтраков, Leader Team,от 18 000 руб.,Екатеринбург,1–3 года
Менеджер по работе с клиентами, Wikimart,от 28 000 руб.,Екатеринбург,не требуется
Мерчендайзер (Энергопром), Leader Team,от 16 000 руб.,Екатеринбург,не требуется
Управляющий магазинами," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Менеджер по продажам смазочных материалов для промышленного оборудования," Компания Альва,ООО",от 50 000 руб.,Екатеринбург,1–3 года
Заместитель управляющего магазином," ДИКСИ, группа компаний",от 33 600 руб.,Екатеринбург,1–3 года
Управляющий магазином," ДИКСИ, группа компаний",от 48 000 руб.,Екатеринбург,1–3 года
Управляющий фирменными магазинами,ООО Агрофирма АРИАНТ,от 50 000 до 56 000 руб.,Екатеринбург,1–3 года
Продавец в фирменные магазины,ООО Агрофирма АРИАНТ,до 24 000 руб.,Екатеринбург,1–3 года
Старший продавец,ООО Агрофирма АРИАНТ,от 25 000 до 25 000 руб.,Екатеринбург,1–3 года
Менеджер по работе с ключевыми клиентами,ООО Агрофирма АРИАНТ,от 50 000 до 65 000 руб.,Екатеринбург,1–3 года
Управляющий магазином (ТЦ Гринвич)," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Менеджер по работе с корпоративными клиентами,ООО Джессика-Нейл, з/п не указана,"Екатеринбург, ",1–3 года
Заместитель директора гипермаркета по розничным продажам," О’КЕЙ ""Федеральный офис""", з/п не указана,Екатеринбург,3–6 лет
Начальник отдела продаж, Первая Экспедиционная Компания, з/п не указана,Екатеринбург,1–3 года
Менеджер по работе с клиентами,ООО РОСЭК,от 25 000 руб.,Екатеринбург,1–3 года
Руководитель отдела продаж,ООО РОСЭК,от 60 000 руб.,Екатеринбург,3–6 лет
Торговый представитель,ООО РОСЭК,от 25 000 до 50 000 руб.,Екатеринбург,1–3 года
Торговый представитель, Белая Дача Алабуга,от 25 000 руб.,Екатеринбург,1–3 года
Менеджер активных продаж,ООО РОСЭК,от 40 000 руб.,Екатеринбург,1–3 года
Администратор магазина ТЦ Омега," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Управляющий магазином (ТЦ Омега)," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Администратор магазина," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Территориальный менеджер розничной сети," Zolla, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Торговый представитель," Этажи, федеральная компания",от 80 000 руб.,"Екатеринбург, ",1–3 года
Брокер по недвижимости," Этажи, федеральная компания",от 80 000 руб.,"Екатеринбург, ",не требуется
Региональный представитель," Этажи, федеральная компания",от 80 000 руб.,"Екатеринбург, ",1–3 года
Территориальный менеджер по продажам недвижимости," Этажи, федеральная компания",от 70 000 руб.,"Екатеринбург, ",3–6 лет
Менеджер по продажам загородной недвижимости," Этажи, федеральная компания",от 70 000 руб.,"Екатеринбург, ",не требуется
Продавец-консультант в модный бутик (ТРЦ Гринвич), Rendez-vous,от 35 000 руб.,Екатеринбург,1–3 года
Мерчендайзер в ТРЦ Радуга - Парк, Leader Team,до 18 000 руб.,Екатеринбург,1–3 года
Стационарный мерчендайзер (шоколад), Leader Team,от 15 000 до 18 000 руб.,Екатеринбург,1–3 года
Стационарный мерчендайзер (Ашан), Leader Team,от 16 300 до 18 000 руб.,Екатеринбург,не требуется
Стационарный мерчендайзер (ВИЗ), Leader Team,от 16 500 до 18 000 руб.,Екатеринбург,1–3 года
Маршрутный мерчендайзер (Эльмаш), Leader Team,от 15 700 до 18 000 руб.,Екатеринбург,1–3 года
Визитный мерчендайзер (Кока-Кола), Leader Team,от 16 800 до 18 000 руб.,Екатеринбург,не требуется
Продавец-кассир (район Краснолесье), Leader Team,от 17 000 руб.,Екатеринбург,не требуется
Кассир, Leader Team,от 17 000 руб.,Екатеринбург,не требуется
Продавец-кассир (район Академический), Leader Team,от 17 000 руб.,Екатеринбург,не требуется
Кассир (район Академический), Leader Team,от 17 000 руб.,Екатеринбург,не требуется
"Торговый представитель, региональный торговый представитель, региональный менеджер по продажам", СТ Технолоджи,от 25 000 руб.,Екатеринбург,1–3 года
Мерчендайзер (Кока-Кола), Leader Team,от 21 000 до 25 000 руб.,Екатеринбург,1–3 года
Региональный менеджер (УФО), кадровый центр ДА,от 60 000 до 90 000 руб.,Екатеринбург,1–3 года
Мерчендайзер, Leader Team,от 18 000 до 20 000 руб.,Екатеринбург,не требуется
Руководитель филиала, Группа компаний Magistral, з/п не указана,Екатеринбург,3–6 лет
"Продавец-консультант в магазин одежды (ТЦ ""Мега"")", BAON,от 20 000 руб.,Екатеринбург,не требуется
"Продавец-консультант в магазин одежды (ТЦ ""Гринвич"")", BAON,от 20 000 руб.,Екатеринбург,не требуется
Контролер-кассир, Leader Team,до 18 000 руб.,Екатеринбург,не требуется
Администратор-кассир, Leader Team,до 18 000 руб.,Екатеринбург,не требуется
Менеджер по продажам, MaM Ltd, з/п не указана,Екатеринбург,1–3 года
Продавец-консультант магазина Samsung в ТРК Гринвич," Inventive Retail Group, Samsung",от 25 000 руб.,Екатеринбург,1–3 года
Продавец-консультант магазина Samsung (ТРЦ Мега)," Inventive Retail Group, Samsung",от 30 000 руб.,Екатеринбург,1–3 года
Директор представительства, MaM Ltd, з/п не указана,Екатеринбург,1–3 года
Руководитель отдела продаж," Выбери Радио, Группа Компаний", з/п не указана,Екатеринбург,3–6 лет
Мерчендайзер (Metro Cash&Carry), Leader Team,от 18 000 руб.,Екатеринбург,не требуется
Стационарный мерчендайзер (Metro Cash&Carry), Leader Team,от 16 000 до 18 000 руб.,Екатеринбург,1–3 года
Мерчендайзер в Окей, Leader Team,от 16 500 до 18 000 руб.,Екатеринбург,не требуется
Визитный мерчендайзер, Leader Team,от 1 400 до 18 000 руб.,Екатеринбург,1–3 года
Мерчандайзер с функцией заказа продукции, Leader Team,от 1 600 до 19 000 руб.,Екатеринбург,не требуется
Начальник отдела продаж,ООО ЕМР (Единые Микрофинансовые Решения),от 40 000 до 136 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам интернет-рекламы, ABLE HR agency,от 40 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам, Полихов Виталий,от 30 000 руб.,Екатеринбург,не требуется
Менеджер по продажам,ООО Гидромикс,от 25 000 до 100 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (b2b), Компания «Экосистема»,от 40 000 руб.,Екатеринбург,не требуется
Менеджер по развитию бизнеса, Банк «Открытие»,от 35 000 руб.,Екатеринбург,не требуется
Менеджер по продажам (осветительные установки),ООО Практик-Центр,от 40 000 руб.,Екатеринбург,3–6 лет
Менеджер по развитию и сопровождению крупных корпоративных клиентов,ОАО МегаФон, з/п не указана,Екатеринбург,1–3 года
Менеджер по продажам строительных материалов, ЖБИ ИнвестСтрой,от 60 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам," Сибирский Бизнес, Группа Компаний",от 30 000 до 80 000 руб.,Екатеринбург,1–3 года
Эксклюзивный торговый представитель," Сибирский Бизнес, Группа Компаний",от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам строительных материалов, ТСК Групп, з/п не указана,Екатеринбург,1–3 года
Менеджер по активным продажам,ОАО GreenNRG,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по сервису и рекламациям, Алютех,от 30 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (строительные материалы: плиты МДФ, ДСП, ДВП, фанера и т.д.)", Технологии кадровых решений,от 70 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (внутренние инженерные сети, отопительное оборудование)", Технологии кадровых решений,от 50 000 руб.,Екатеринбург,1–3 года
Маршрутный мерчендайзер, Leader Team,от 14 500 до 18 500 руб.,Екатеринбург,не требуется
Заместитель Директора магазина, Rendez-vous,от 50 000 руб.,Екатеринбург,3–6 лет
Мерчендайзер (шоколад), Leader Team,от 15 800 до 18 000 руб.,Екатеринбург,не требуется
Мерчендайзер (печенье), Leader Team,от 15 900 до 17 000 руб.,Екатеринбург,1–3 года
Стационарный мерчендайзер (печенье), Leader Team,от 13 000 до 18 000 руб.,Екатеринбург,не требуется
Стационарный мерчендайзер (кондитерские изделия), Leader Team,от 13 700 до 18 000 руб.,Екатеринбург,1–3 года
Мерчендайзер (кондитерские изделия), Leader Team,до 25 500 руб.,Екатеринбург,не требуется
Маршрутный мерчендайзер (продукты питания), Leader Team,от 18 000 руб.,Екатеринбург,не требуется
Сотрудник на выкладку товара (хлебобулочные изделия), Leader Team,от 13 400 до 18 000 руб.,Екатеринбург,1–3 года
Сотрудник на выкладку продукции (Увелка), Leader Team,от 13 700 до 19 000 руб.,Екатеринбург,не требуется
Мобильный мерчендайзер, Leader Team,до 21 500 руб.,Екатеринбург,1–3 года
Визитный мерчендайзер (Виз-Заречный), Leader Team,от 18 000 до 22 500 руб.,Екатеринбург,не требуется
Специалист по мерчендайзингу (специи), Leader Team,от 18 900 до 23 900 руб.,Екатеринбург,1–3 года
Сотрудник на выкладку кормов для животных, Leader Team,от 19 000 до 24 000 руб.,Екатеринбург,не требуется
Стационарный мерчендайзер (электротовары), Leader Team,от 21 000 до 24 000 руб.,Екатеринбург,1–3 года
Мерчандайзер на выкладку готовых завтраков, Leader Team,от 15 500 до 18 000 руб.,Екатеринбург,не требуется
Сотрудник на выкладку продукции (сигареты), Leader Team,от 15 700 до 19 000 руб.,Екатеринбург,1–3 года
Менеджер по работе с клиентами,ООО Лиен,от 30 000 до 60 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (строительные материалы), Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
Региональный менеджер по продажам (сварочное оборудование), Технологии кадровых решений,от 85 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (сварочное оборудование), Технологии кадровых решений,от 30 000 руб.,"Екатеринбург, ",1–3 года
Менеджер по продажам запорно-регулирующей арматуры, Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам электрооборудования, Технологии кадровых решений,от 30 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам подъемно-транспортной или специализированной грузовой техники, Технологии кадровых решений,от 50 000 руб.,Екатеринбург,1–3 года
Руководитель отдела оптовых продаж (котельное оборудование), Технологии кадровых решений,от 60 000 руб.,Екатеринбург,3–6 лет
Менеджер по продажам транспортных услуг, Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (торговое оборудование, корпусная мебель)", Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
"Менеджер по работе с клиентами (продажи соляриев, профессионального оборудования для фотоомоложения и косметики)", Технологии кадровых решений,от 35 000 руб.,Екатеринбург,1–3 года
Менеджер (отопительное оборудование), Технологии кадровых решений,от 50 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (автозапчасти к грузовой технике,опт)", Технологии кадровых решений,от 25 000 до 40 000 руб.,Екатеринбург,1–3 года
"Руководитель по развитию отдела заказов (торговое оборудование, корпусная мебель)", Технологии кадровых решений,от 70 000 руб.,Екатеринбург,1–3 года
Менеджер проектов (полупромышленное климатическое оборудование), Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
МЕНЕДЖЕР ПО ПРОДАЖАМ (электроизоляционных материалов), Технологии кадровых решений,от 20 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (индустриальные масла), Технологии кадровых решений,от 50 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам электро и щитового оборудования, Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
Ведущий менеджер по продажам строительного электрооборудования (инструмента), Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (опт - искусственный камень в листах, столешницы из искусственного камня)", Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (автозапчасти к тяжелой дорожно-строительной технике- Опт), Технологии кадровых решений,от 55 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (сантехника), Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам метизной продукции, Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
Ведущий менеджер по продажам (автозапчасти), Технологии кадровых решений,от 25 000 руб.,Екатеринбург,1–3 года
Руководитель отдела продаж (торговое оборудование), Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (компрессорное оборудование), Технологии кадровых решений,от 35 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (котельное оборудование), Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
Менеджер по работе с клиентами, Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (бытовое, полупромышленное климатическое оборудование)", Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
"Руководитель филиала (продажи соляриев, профессионального оборудования для фотоомоложения и косметики)", Технологии кадровых решений,от 60 000 руб.,Екатеринбург,1–3 года
"Менеджер по развитию (электроизделия, щитовое оборудование)", Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (автозапчасти к грузовой и специальной технике/опт), Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
"Менеджер по продажам (систем интерьерных перегородок, дверей и офисной мебели)", Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (кондитерского и хлебопекарного оборудования), Технологии кадровых решений, з/п не указана,Екатеринбург,1–3 года
"Менеджер активных продаж (продажи соляриев, профессионального оборудования для фотоомоложения и косметики)", Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам, Технологии кадровых решений,от 40 000 руб.,Екатеринбург,не требуется
Менеджер по продажам,ЗАО Кадровик,от 30 000 руб.,Екатеринбург,1–3 года
Территориальный менеджер," Ренессанс Кредит, Урал", з/п не указана,Екатеринбург,1–3 года
Кредитный менеджер (супервайзер) (Екатеринбург)," Ренессанс Кредит, Урал", з/п не указана,Екатеринбург,1–3 года
Директор торгового филиала, Уральский оптико-механический завод,от 50 000 руб.,Екатеринбург,более 6 лет
Продавец в магазин (Уралмаш), Leader Team,от 13 400 руб.,Екатеринбург,не требуется
Региональный менеджер, Kelly Services, з/п не указана,Екатеринбург,более 6 лет
"Аналитик коммерческого отдела (УТЗ, ценообразование)"," Магазин постоянных распродаж, Федеральная сеть магазинов",от 60 000 руб.,"Екатеринбург, ",1–3 года
Менеджер по продажам рекламы,ЗАО Кадровик,от 25 000 до 50 000 руб.,Екатеринбург,1–3 года
Продавец,ЗАО Кадровик,от 15 000 руб.,Екатеринбург,1–3 года
Руководитель группы продаж, ДубльГИС,от 70 000 руб.,Екатеринбург,1–3 года
Мерчендайзер (жевательная резинка), Leader Team,от 17 500 руб.,Екатеринбург,1–3 года
Мерчендайзер (специи), Leader Team,от 18 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам b2b услуг, Госзаказ,от 40 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам," Риваль, Торгово-промышленная группа",от 50 000 до 70 000 руб.,Екатеринбург,не требуется
Кассир в Х5, Leader Team,от 10 000 руб.,Екатеринбург,3–6 лет
Менеджер по продажам, Управляющая компания ЦентрКонсалт,от 50 000 руб.,Екатеринбург,1–3 года
Продавец-кассир в Х5, Leader Team,до 20 000 руб.,Екатеринбург,не требуется
Продавец (Академический район), Leader Team,от 15 000 до 20 000 руб.,Екатеринбург,не требуется
Кассир (Академический район), Leader Team,от 12 500 до 20 500 руб.,Екатеринбург,3–6 лет
Начальник отдела продаж,ООО САНВУТ,от 40 000 до 150 000 руб.,"Екатеринбург, ",1–3 года
Менеджер по продажам ЛКМ, Кадровик,от 50 000 руб.,Екатеринбург,1–3 года
Заведующий производством," О’КЕЙ ""Гипермаркеты""", з/п не указана,Екатеринбург,1–3 года
Главный электроник (в г. Казань),ООО TGT Oilfield Services, з/п не указана,Екатеринбург,более 6 лет
Руководитель обособленного подразделения/Начальник отдела продаж В2В," Мегамейд, ХК",от 60 000 руб.,"Екатеринбург, ",3–6 лет
Менеджер по закупкам, ТСК Групп, з/п не указана,Екатеринбург,3–6 лет
Инженер – электронщик, Технологии кадровых решений,от 35 000 руб.,Екатеринбург,1–3 года
Конструктор, Технологии кадровых решений,от 35 000 руб.,Екатеринбург,1–3 года
"Технолог-конструктор (торговое оборудование, корпусная мебель)", Технологии кадровых решений,от 35 000 руб.,Екатеринбург,3–6 лет
"Менеджер по продажам (системы вентиляции, отопления и кондиционирования)", Технологии кадровых решений,от 50 000 руб.,Екатеринбург,1–3 года
Инженер - механик," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,1–3 года
Главный технолог," Сыробогатов, Торговый дом",от 60 000 руб.,Екатеринбург,1–3 года
Начальник цеха,ООО Уральский дизель-моторный завод, з/п не указана,Екатеринбург,более 6 лет
Региональный менеджер по контролю качества," X5 RETAIL GROUP, Карусель",от 40 000 руб.,Екатеринбург,1–3 года
Инженер-химик, PepsiCo/Вимм-Билль-Данн, з/п не указана,"Екатеринбург, ",не требуется
Инженер-программист микроконтроллеров," Промэлектроника, Научно-производственный центр", з/п не указана,Екатеринбург,1–3 года
Инженер 1 категории (разработка аппаратной части)," Промэлектроника, Научно-производственный центр", з/п не указана,Екатеринбург,1–3 года
Специалист по расчету лимитов режущего инструмента,ООО Уральский дизель-моторный завод,от 22 000 до 25 000 руб.,Екатеринбург,3–6 лет
Инженер-программист Java," Промэлектроника, Научно-производственный центр", з/п не указана,Екатеринбург,1–3 года
Researcher R&D, Группа Компаний НМЖК, з/п не указана,Екатеринбург,3–6 лет
Инженер по охране труда, Компания Купе, з/п не указана,Екатеринбург,1–3 года
Инженер-программист микроконтроллеров на С и Ассемблере," Промэлектроника, Научно-производственный центр", з/п не указана,Екатеринбург,1–3 года
Начальник производства по плавленным сырам," Сыробогатов, Торговый дом",от 100 000 руб.,Екатеринбург,3–6 лет
Production manager," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,1–3 года
Сервисный инженер," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,1–3 года
Эксперт по сертификации, СЕРКОНС, з/п не указана,Екатеринбург,3–6 лет
Инженер по охране труда, Unilever, з/п не указана,Екатеринбург,1–3 года
Генеральный директор предприятия,АО Технодинамика, з/п не указана,Екатеринбург,более 6 лет
Инженер по пожарной и промышленной безопасности, Федеральная сетевая компания ЕЭС (ОАО ФСК ЕЭС), з/п не указана,Екатеринбург,3–6 лет
Главный специалист по работе с персоналом и оперативной документацией, Федеральная сетевая компания ЕЭС (ОАО ФСК ЕЭС), з/п не указана,Екатеринбург,3–6 лет
Начальник лаборатории качества (производственное предприятие), Kelly Services, з/п не указана,Екатеринбург,1–3 года
Главный механик (Крупное производственное предприятие), Kelly Services, з/п не указана,Екатеринбург,3–6 лет
Управляющий пищевым производством,ЗАО Мегамарт, з/п не указана,Екатеринбург,3–6 лет
Заведующий производством в магазин,ЗАО Мегамарт, з/п не указана,Екатеринбург,3–6 лет
Инженер-технолог (бюро сборки), Объединенные машиностроительные заводы, з/п не указана,"Екатеринбург, ",1–3 года
Инженер по применению электронных компонентов (FAE),ЗАО Промэлектроника,от 45 000 до 70 000 руб.,"Екатеринбург, ",1–3 года
Управляющий молочным производством, CONSORT Group, з/п не указана,"Екатеринбург, ",3–6 лет
Инженер по охране труда, Пролайм, з/п не указана,Екатеринбург,1–3 года
Инженер-механик, Пролайм, з/п не указана,Екатеринбург,1–3 года
Инженер-конструктор,ООО ПрофиПромКо,от 35 000 до 70 000 руб.,Екатеринбург,1–3 года
Литейщик,ООО Евразия,от 35 000 руб.,Екатеринбург,3–6 лет
Начальник линии цеха розлива, Heineken, з/п не указана,Екатеринбург,1–3 года
Шеф-кондитер / технолог (г.Норильск)," Жар.Птица, ГК", з/п не указана,Екатеринбург,1–3 года
Эксперт промышленной безопасности по зданиям и сооружениям,ООО ТехкранДиагностика,от 100 000 руб.,Екатеринбург,1–3 года
Эксперт промышленной безопасности на объектах угольной и горнорудной промышленности,ООО ТехкранДиагностика,от 100 000 руб.,Екатеринбург,3–6 лет
Дефектоскопист,ООО ТехкранДиагностика,от 50 000 руб.,Екатеринбург,3–6 лет
Заместитель начальника заготовительного производства," Генерация, Промышленная группа компаний", з/п не указана,Екатеринбург,1–3 года
Ведущий специалист по охране труда,ОАО Оборонэнергосбыт,от 32 000 до 35 000 руб.,"Екатеринбург, ",1–3 года
"Управляющий сервисным представительством (чистка, ремонт)", CONSORT Group,от 60 000 до 75 000 руб.,"Екатеринбург, ",1–3 года
Лаборант," Сыробогатов, Торговый дом", з/п не указана,Екатеринбург,1–3 года
Инженер по работе с сетевыми организациями,ОАО ЭнергосбыТ Плюс,от 25 000 до 27 000 руб.,Екатеринбург,1–3 года
Директор по общим вопросам, Системный оператор Единой энергетической системы, з/п не указана,Екатеринбург,более 6 лет
Инженер-технолог мороженого,ТОО Эмиль, з/п не указана,Екатеринбург,более 6 лет
Специалист по ценообразованию,ООО Завод трансформаторных подстанций,от 30 000 до 40 000 руб.,"Екатеринбург, ",1–3 года
Руководитель проекта по производству электродвигателей высокой мощности для ТЭК,ЗАО Агентство Бизнес и Кадры,от 150 000 руб.,Екатеринбург,более 6 лет
Эксперт по сертификации, СЕРКОНС, з/п не указана,Екатеринбург,3–6 лет
Главный механик," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,3–6 лет
Инженер отдела технических закупок (иностранная компания)," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,1–3 года
Технолог корпусной мебели,"ООО Штайнел, Торговая группа",от 30 000 руб.,Екатеринбург,1–3 года
Инженер по роликовым проводкам, CONSORT Group,от 50 000 руб.,Екатеринбург,3–6 лет
Управляющий производством, CONSORT Group, з/п не указана,Екатеринбург,3–6 лет
Специалист по охране труда и технике безопасности," Монетка, Торговая сеть",от 25 000 до 30 000 руб.,Екатеринбург,1–3 года
Технолог (направление хлеб и кремовые кондитерские изделия), Елисей,от 40 000 руб.,Екатеринбург,3–6 лет
Заведующий производством, Елисей,от 25 000 руб.,Екатеринбург,1–3 года
Менеджер по закупкам - Офис," АШАН, Сеть Гипермаркетов", з/п не указана,Екатеринбург,3–6 лет
Инженер-конструктор электрооборудования буровых установок, HR center TSM, з/п не указана,Екатеринбург,3–6 лет
Генеральный директор бизнес-единицы, Facilicom, з/п не указана,Екатеринбург,3–6 лет
Инженер по охране труда, Почта России,от 20 560 руб.,"Екатеринбург, ",1–3 года
Технолог по сварке, Группа СвердловЭлектро,от 40 000 до 70 000 руб.,Екатеринбург,1–3 года
Технолог по механообработке, Группа СвердловЭлектро,от 40 000 до 70 000 руб.,Екатеринбург,1–3 года
Руководитель проекта в производстве, Группа СвердловЭлектро,от 40 000 до 70 000 руб.,Екатеринбург,1–3 года
Менеджер по закупкам, Группа СвердловЭлектро,от 32 000 до 48 000 руб.,Екатеринбург,1–3 года
Мастер на сборочно-сварочный участок, Группа СвердловЭлектро, з/п не указана,Екатеринбург,1–3 года
